match_no,inningno,ballnumber,over,outcome,batter,bowler,comment,BattingTeam
31,2,6,0.6,0,KL Rahul,Mohammed Shami,"Mohammed Shami to KL Rahul, no run,",Mumbai Indians
31,2,7,1.1,1,Kyle Mayers,Jayant Yadav,"Jayant Yadav to Kyle Mayers, 1 run,",Mumbai Indians
31,2,8,1.2,1,KL Rahul,Jayant Yadav,"Jayant Yadav to KL Rahul, 1 run,",Mumbai Indians
31,2,9,1.3,0,Kyle Mayers,Jayant Yadav,"Jayant Yadav to Kyle Mayers, no run,",Mumbai Indians
31,2,10,1.4,4,Kyle Mayers,Jayant Yadav,"Jayant Yadav to Kyle Mayers, Four,",Mumbai Indians
31,2,11,1.5,0,Kyle Mayers,Jayant Yadav,"Jayant Yadav to Kyle Mayers, no run,",Mumbai Indians
31,2,12,1.6,0,Kyle Mayers,Jayant Yadav,"Jayant Yadav to Kyle Mayers, no run,",Mumbai Indians
31,2,13,2.1,1,KL Rahul,Mohammed Shami,"Mohammed Shami to KL Rahul, 1 run,",Mumbai Indians
31,2,14,2.2,0,Kyle Mayers,Mohammed Shami,"Mohammed Shami to Kyle Mayers, no run,",Mumbai Indians
31,2,15,2.3,1,Kyle Mayers,Mohammed Shami,"Mohammed Shami to Kyle Mayers, 1 run,",Mumbai Indians
31,2,16,2.4,4,KL Rahul,Mohammed Shami,"Mohammed Shami to KL Rahul, Four,",Mumbai Indians
31,2,17,2.5,4,KL Rahul,Mohammed Shami,"Mohammed Shami to KL Rahul, Four,",Mumbai Indians
31,2,18,2.6,4,KL Rahul,Mohammed Shami,"Mohammed Shami to KL Rahul, Four,",Mumbai Indians
31,2,19,3.1,1,Kyle Mayers,Jayant Yadav,"Jayant Yadav to Kyle Mayers, 1 run,",Mumbai Indians
31,2,20,3.2,1,KL Rahul,Jayant Yadav,"Jayant Yadav to KL Rahul, 1 run,",Mumbai Indians
31,2,21,3.3,4,Kyle Mayers,Jayant Yadav,"Jayant Yadav to Kyle Mayers, Four,",Mumbai Indians
31,2,22,3.4,1,Kyle Mayers,Jayant Yadav,"Jayant Yadav to Kyle Mayers, 1 run,",Mumbai Indians
31,2,23,3.5,1,KL Rahul,Jayant Yadav,"Jayant Yadav to KL Rahul, 1 run,",Mumbai Indians
31,2,24,3.6,2,Kyle Mayers,Jayant Yadav,"Jayant Yadav to Kyle Mayers, 2 runs,",Mumbai Indians
31,2,25,4.1,4,KL Rahul,Rashid Khan,"Rashid Khan to KL Rahul, Four,",Mumbai Indians
31,2,26,4.2,4,KL Rahul,Rashid Khan,"Rashid Khan to KL Rahul, Four,",Mumbai Indians
31,2,27,4.3,1,KL Rahul,Rashid Khan,"Rashid Khan to KL Rahul, 1 run,",Mumbai Indians
31,2,28,4.4,0,Kyle Mayers,Rashid Khan,"Rashid Khan to Kyle Mayers, no run,",Mumbai Indians
31,2,29,4.5,6,Kyle Mayers,Rashid Khan,"Rashid Khan to Kyle Mayers, Six,",Mumbai Indians
31,2,30,4.6,1,Kyle Mayers,Rashid Khan,"Rashid Khan to Kyle Mayers, 1 run,",Mumbai Indians
31,2,31,5.1,0,Kyle Mayers,Mohit Sharma,"Mohit Sharma to Kyle Mayers, no run,",Mumbai Indians
31,2,32,5.2,1,Kyle Mayers,Mohit Sharma,"Mohit Sharma to Kyle Mayers, 1 run,",Mumbai Indians
31,2,33,5.3,4,KL Rahul,Mohit Sharma,"Mohit Sharma to KL Rahul, Four,",Mumbai Indians
31,2,34,5.4,1,KL Rahul,Mohit Sharma,"Mohit Sharma to KL Rahul, 1 run,",Mumbai Indians
31,2,35,5.5,1,Kyle Mayers,Mohit Sharma,"Mohit Sharma to Kyle Mayers, 1 run,",Mumbai Indians
31,2,36,5.6,0,KL Rahul,Mohit Sharma,"Mohit Sharma to KL Rahul, no run,",Mumbai Indians
31,2,37,6.1,1,Kyle Mayers,Rashid Khan,"Rashid Khan to Kyle Mayers, 1 run,",Mumbai Indians
31,2,38,6.2,1,KL Rahul,Rashid Khan,"Rashid Khan to KL Rahul, 1 run,",Mumbai Indians
31,2,39,6.3,w,Kyle Mayers,Rashid Khan,"Rashid Khan to Kyle Mayers, no run,                           Wicket - b Rashid Khan batsmen out 24(19)",Mumbai Indians
31,2,40,6.4,0,Krunal Pandya,Rashid Khan,"Rashid Khan to Krunal Pandya, no run,",Mumbai Indians
31,2,41,6.5,0,Krunal Pandya,Rashid Khan,"Rashid Khan to Krunal Pandya, no run,",Mumbai Indians
31,2,42,6.6,0,Krunal Pandya,Rashid Khan,"Rashid Khan to Krunal Pandya, no run,",Mumbai Indians
31,2,43,7.1,4,KL Rahul,Noor Ahmad,"Noor Ahmad to KL Rahul, Four,",Mumbai Indians
31,2,44,7.2,2,KL Rahul,Noor Ahmad,"Noor Ahmad to KL Rahul, 2 runs,",Mumbai Indians
31,2,45,7.3,1,KL Rahul,Noor Ahmad,"Noor Ahmad to KL Rahul, 1 run,",Mumbai Indians
31,2,46,7.4,1,Krunal Pandya,Noor Ahmad,"Noor Ahmad to Krunal Pandya, 1 run,",Mumbai Indians
31,2,47,7.5,1,KL Rahul,Noor Ahmad,"Noor Ahmad to KL Rahul, 1 run,",Mumbai Indians
31,2,48,7.6,1,Krunal Pandya,Noor Ahmad,"Noor Ahmad to Krunal Pandya, 1 run,",Mumbai Indians
31,2,49,8.1,4,Krunal Pandya,Rashid Khan,"Rashid Khan to Krunal Pandya, Four,",Mumbai Indians
31,2,50,8.2,0,Krunal Pandya,Rashid Khan,"Rashid Khan to Krunal Pandya, no run,",Mumbai Indians
31,2,51,8.3,2,Krunal Pandya,Rashid Khan,"Rashid Khan to Krunal Pandya, 2 runs,",Mumbai Indians
31,2,52,8.4,1,Krunal Pandya,Rashid Khan,"Rashid Khan to Krunal Pandya, 1 run,",Mumbai Indians
31,2,53,8.5,0,KL Rahul,Rashid Khan,"Rashid Khan to KL Rahul, no run,",Mumbai Indians
31,2,54,8.6,1,KL Rahul,Rashid Khan,"Rashid Khan to KL Rahul, 1 run,",Mumbai Indians
31,2,55,9.1,1,KL Rahul,Hardik Pandya,"Hardik Pandya to KL Rahul, 1 run,",Mumbai Indians
31,2,56,9.2,0,Krunal Pandya,Hardik Pandya,"Hardik Pandya to Krunal Pandya, no run,",Mumbai Indians
31,2,57,9.3,1,Krunal Pandya,Hardik Pandya,"Hardik Pandya to Krunal Pandya, 1 run,",Mumbai Indians
31,2,58,9.4,1,KL Rahul,Hardik Pandya,"Hardik Pandya to KL Rahul, 1 run,",Mumbai Indians
31,2,59,9.5,0,Krunal Pandya,Hardik Pandya,"Hardik Pandya to Krunal Pandya, no run,",Mumbai Indians
31,2,60,9.6,4,Krunal Pandya,Hardik Pandya,"Hardik Pandya to Krunal Pandya, Four,",Mumbai Indians
31,2,61,10.1,0,KL Rahul,Rashid Khan,"Rashid Khan to KL Rahul, no run,",Mumbai Indians
31,2,62,10.2,4,KL Rahul,Rashid Khan,"Rashid Khan to KL Rahul, Four,",Mumbai Indians
31,2,63,10.3,0,KL Rahul,Rashid Khan,"Rashid Khan to KL Rahul, no run,",Mumbai Indians
31,2,64,10.4,1,KL Rahul,Rashid Khan,"Rashid Khan to KL Rahul, 1 run,",Mumbai Indians
31,2,65,10.5,1,Krunal Pandya,Rashid Khan,"Rashid Khan to Krunal Pandya, 1 run,",Mumbai Indians
31,2,66,10.6,1,KL Rahul,Rashid Khan,"Rashid Khan to KL Rahul, 1 run,",Mumbai Indians
31,2,67,11.1,0,KL Rahul,Noor Ahmad,"Noor Ahmad to KL Rahul, no run,",Mumbai Indians
31,2,68,11.2,0,KL Rahul,Noor Ahmad,"Noor Ahmad to KL Rahul, no run,",Mumbai Indians
31,2,69,11.3,1,KL Rahul,Noor Ahmad,"Noor Ahmad to KL Rahul, 1 run,",Mumbai Indians
31,2,70,11.4,0,Krunal Pandya,Noor Ahmad,"Noor Ahmad to Krunal Pandya, no run,",Mumbai Indians
31,2,71,11.5,2,Krunal Pandya,Noor Ahmad,"Noor Ahmad to Krunal Pandya, 2 runs,",Mumbai Indians
31,2,72,11.6,0,Krunal Pandya,Noor Ahmad,"Noor Ahmad to Krunal Pandya, no run,",Mumbai Indians
31,2,73,12.1,0,KL Rahul,Rahul Tewatia,"Rahul Tewatia to KL Rahul, no run,",Mumbai Indians
31,2,74,12.2,1,KL Rahul,Rahul Tewatia,"Rahul Tewatia to KL Rahul, 1 run,",Mumbai Indians
31,2,75,12.3,6,Krunal Pandya,Rahul Tewatia,"Rahul Tewatia to Krunal Pandya, Six,",Mumbai Indians
31,2,76,12.4,0,Krunal Pandya,Rahul Tewatia,"Rahul Tewatia to Krunal Pandya, no run,",Mumbai Indians
31,2,77,12.5,1wd,Krunal Pandya,Rahul Tewatia,"Rahul Tewatia to Krunal Pandya, 1 wide,",Mumbai Indians
31,2,78,12.5,0,Krunal Pandya,Rahul Tewatia,"Rahul Tewatia to Krunal Pandya, no run,",Mumbai Indians
31,2,79,12.6,0,Krunal Pandya,Rahul Tewatia,"Rahul Tewatia to Krunal Pandya, no run,",Mumbai Indians
31,2,80,13.1,2,KL Rahul,Jayant Yadav,"Jayant Yadav to KL Rahul, 2 runs,",Mumbai Indians
31,2,81,13.2,0,KL Rahul,Jayant Yadav,"Jayant Yadav to KL Rahul, no run,",Mumbai Indians
31,2,82,13.3,2,KL Rahul,Jayant Yadav,"Jayant Yadav to KL Rahul, 2 runs,",Mumbai Indians
31,2,83,13.4,2,KL Rahul,Jayant Yadav,"Jayant Yadav to KL Rahul, 2 runs,",Mumbai Indians
31,2,84,13.5,0,KL Rahul,Jayant Yadav,"Jayant Yadav to KL Rahul, no run,",Mumbai Indians
31,2,85,13.6,1,KL Rahul,Jayant Yadav,"Jayant Yadav to KL Rahul, 1 run,",Mumbai Indians
31,2,86,14.1,1,KL Rahul,Noor Ahmad,"Noor Ahmad to KL Rahul, 1 run,",Mumbai Indians
31,2,87,14.2,0,Krunal Pandya,Noor Ahmad,"Noor Ahmad to Krunal Pandya, no run,",Mumbai Indians
31,2,88,14.3,w,Krunal Pandya,Noor Ahmad,"Noor Ahmad to Krunal Pandya, no run,                           Wicket - st Wriddhiman Saha b Noor Ahmad batsmen out 23(23)",Mumbai Indians
31,2,89,14.4,0,Nicholas Pooran,Noor Ahmad,"Noor Ahmad to Nicholas Pooran, no run,",Mumbai Indians
31,2,90,14.5,0,Nicholas Pooran,Noor Ahmad,"Noor Ahmad to Nicholas Pooran, no run,",Mumbai Indians
31,2,91,14.6,0,Nicholas Pooran,Noor Ahmad,"Noor Ahmad to Nicholas Pooran, no run,",Mumbai Indians
31,2,92,15.1,0,KL Rahul,Jayant Yadav,"Jayant Yadav to KL Rahul, no run,",Mumbai Indians
31,2,93,15.2,1,KL Rahul,Jayant Yadav,"Jayant Yadav to KL Rahul, 1 run,",Mumbai Indians
31,2,94,15.3,0,Nicholas Pooran,Jayant Yadav,"Jayant Yadav to Nicholas Pooran, no run,",Mumbai Indians
31,2,95,15.4,1,Nicholas Pooran,Jayant Yadav,"Jayant Yadav to Nicholas Pooran, 1 run,",Mumbai Indians
31,2,96,15.5,0,KL Rahul,Jayant Yadav,"Jayant Yadav to KL Rahul, no run,",Mumbai Indians
31,2,97,15.6,1,KL Rahul,Jayant Yadav,"Jayant Yadav to KL Rahul, 1 run,",Mumbai Indians
31,2,98,16.1,0,KL Rahul,Noor Ahmad,"Noor Ahmad to KL Rahul, no run,",Mumbai Indians
31,2,99,16.2,0,KL Rahul,Noor Ahmad,"Noor Ahmad to KL Rahul, no run,",Mumbai Indians
31,2,100,16.3,1,KL Rahul,Noor Ahmad,"Noor Ahmad to KL Rahul, 1 run,",Mumbai Indians
31,2,101,16.4,0,Nicholas Pooran,Noor Ahmad,"Noor Ahmad to Nicholas Pooran, no run,",Mumbai Indians
31,2,102,16.5,w,Nicholas Pooran,Noor Ahmad,"Noor Ahmad to Nicholas Pooran, no run,                           Wicket - c HH Pandya b Noor Ahmad batsmen out 1(7)",Mumbai Indians
31,2,103,16.6,3,Ayush Badoni,Noor Ahmad,"Noor Ahmad to Ayush Badoni, 3 runs,",Mumbai Indians
31,2,104,17.1,1,Ayush Badoni,Mohit Sharma,"Mohit Sharma to Ayush Badoni, 1 run,",Mumbai Indians
31,2,105,17.2,1,KL Rahul,Mohit Sharma,"Mohit Sharma to KL Rahul, 1 run,",Mumbai Indians
31,2,106,17.3,1,Ayush Badoni,Mohit Sharma,"Mohit Sharma to Ayush Badoni, 1 run,",Mumbai Indians
31,2,107,17.4,1,KL Rahul,Mohit Sharma,"Mohit Sharma to KL Rahul, 1 run,",Mumbai Indians
31,2,108,17.5,1,Ayush Badoni,Mohit Sharma,"Mohit Sharma to Ayush Badoni, 1 run,",Mumbai Indians
31,2,109,17.6,1,KL Rahul,Mohit Sharma,"Mohit Sharma to KL Rahul, 1 run,",Mumbai Indians
31,2,110,18.1,1,KL Rahul,Mohammed Shami,"Mohammed Shami to KL Rahul, 1 run,",Mumbai Indians
31,2,111,18.2,1,Ayush Badoni,Mohammed Shami,"Mohammed Shami to Ayush Badoni, 1 run,",Mumbai Indians
31,2,112,18.3,1,KL Rahul,Mohammed Shami,"Mohammed Shami to KL Rahul, 1 run,",Mumbai Indians
31,2,113,18.4,1,Ayush Badoni,Mohammed Shami,"Mohammed Shami to Ayush Badoni, 1 run,",Mumbai Indians
31,2,114,18.5,0,KL Rahul,Mohammed Shami,"Mohammed Shami to KL Rahul, no run,",Mumbai Indians
31,2,115,18.6,1lb,KL Rahul,Mohammed Shami,"Mohammed Shami to KL Rahul, 1 leg bye,",Mumbai Indians
31,2,116,19.1,2,KL Rahul,Mohit Sharma,"Mohit Sharma to KL Rahul, 2 runs,",Mumbai Indians
31,2,117,19.2,w,KL Rahul,Mohit Sharma,"Mohit Sharma to KL Rahul, no run,                           Wicket - c J Yadav b MM Sharma batsmen out 68(61)",Mumbai Indians
31,2,118,19.3,w,Marcus S,Mohit Sharma,"Mohit Sharma to Marcus Stoinis, no run,                           Wicket - c David Miller b MM Sharma batsmen out 0(1)",Mumbai Indians
31,2,119,19.4,w,Deepak Hooda,Mohit Sharma,"Mohit Sharma to Deepak Hooda, 1 run,                           Wicket - runout (MM Sharma / Vijay Shankar) batsmen out 8(6)",Mumbai Indians
31,2,120,19.5,w,Deepak Hooda,Mohit Sharma,"Mohit Sharma to Deepak Hooda, 1 run,                           Wicket - runout (Wriddhiman Saha / Rashid Khan) batsmen out 2(2)",Mumbai Indians
31,2,121,19.6,0,Ravi Bishnoi,Mohit Sharma,"Mohit Sharma to Ravi Bishnoi, no run,",Mumbai Indians
32,1,1,0.1,w,Virat Kohli,Trent Boult,"Trent Boult to Virat Kohli, no run,                           Wicket - lbw b Trent Boult batsmen out 0(1)",Royal Challengers Bangalore
32,1,2,0.2,0,Shahbaz Ahmed,Trent Boult,"Trent Boult to Shahbaz Ahmed, no run,",Royal Challengers Bangalore
32,1,3,0.3,1,Shahbaz Ahmed,Trent Boult,"Trent Boult to Shahbaz Ahmed, 1 run,",Royal Challengers Bangalore
32,1,4,0.4,0,Faf du Plessis,Trent Boult,"Trent Boult to Faf du Plessis, no run,",Royal Challengers Bangalore
32,1,5,0.5,0,Faf du Plessis,Trent Boult,"Trent Boult to Faf du Plessis, no run,",Royal Challengers Bangalore
32,1,6,0.6,1,Faf du Plessis,Trent Boult,"Trent Boult to Faf du Plessis, 1 run,",Royal Challengers Bangalore
32,1,7,1.1,0,Faf du Plessis,Sandeep Sharma,"Sandeep Sharma to Faf du Plessis, no run,",Royal Challengers Bangalore
32,1,8,1.2,4,Faf du Plessis,Sandeep Sharma,"Sandeep Sharma to Faf du Plessis, Four,",Royal Challengers Bangalore
32,1,9,1.3,0,Faf du Plessis,Sandeep Sharma,"Sandeep Sharma to Faf du Plessis, no run,",Royal Challengers Bangalore
32,1,10,1.4,4,Faf du Plessis,Sandeep Sharma,"Sandeep Sharma to Faf du Plessis, Four,",Royal Challengers Bangalore
32,1,11,1.5,1,Faf du Plessis,Sandeep Sharma,"Sandeep Sharma to Faf du Plessis, 1 run,",Royal Challengers Bangalore
32,1,12,1.6,1,Shahbaz Ahmed,Sandeep Sharma,"Sandeep Sharma to Shahbaz Ahmed, 1 run,",Royal Challengers Bangalore
32,1,13,2.1,w,Shahbaz Ahmed,Trent Boult,"Trent Boult to Shahbaz Ahmed, no run,                           Wicket - c Yashasvi Jaiswal b Trent Boult batsmen out 2(4)",Royal Challengers Bangalore
32,1,14,2.2,4,Glenn Maxwell,Trent Boult,"Trent Boult to Glenn Maxwell, Four,",Royal Challengers Bangalore
32,1,15,2.3,0,Glenn Maxwell,Trent Boult,"Trent Boult to Glenn Maxwell, no run,",Royal Challengers Bangalore
32,1,16,2.4,0,Glenn Maxwell,Trent Boult,"Trent Boult to Glenn Maxwell, no run,",Royal Challengers Bangalore
32,1,17,2.5,4,Glenn Maxwell,Trent Boult,"Trent Boult to Glenn Maxwell, Four,",Royal Challengers Bangalore
32,1,18,2.6,2,Glenn Maxwell,Trent Boult,"Trent Boult to Glenn Maxwell, 2 runs,",Royal Challengers Bangalore
32,1,19,3.1,0,Faf du Plessis,Sandeep Sharma,"Sandeep Sharma to Faf du Plessis, no run,",Royal Challengers Bangalore
32,1,20,3.2,0,Faf du Plessis,Sandeep Sharma,"Sandeep Sharma to Faf du Plessis, no run,",Royal Challengers Bangalore
32,1,21,3.3,6,Faf du Plessis,Sandeep Sharma,"Sandeep Sharma to Faf du Plessis, Six,",Royal Challengers Bangalore
32,1,22,3.4,6,Faf du Plessis,Sandeep Sharma,"Sandeep Sharma to Faf du Plessis, Six,",Royal Challengers Bangalore
32,1,23,3.5,0,Faf du Plessis,Sandeep Sharma,"Sandeep Sharma to Faf du Plessis, no run,",Royal Challengers Bangalore
32,1,24,3.6,4,Faf du Plessis,Sandeep Sharma,"Sandeep Sharma to Faf du Plessis, Four,",Royal Challengers Bangalore
32,1,25,4.1,4,Glenn Maxwell,Trent Boult,"Trent Boult to Glenn Maxwell, Four,",Royal Challengers Bangalore
32,1,26,4.2,1,Glenn Maxwell,Trent Boult,"Trent Boult to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
32,1,27,4.3,1,Faf du Plessis,Trent Boult,"Trent Boult to Faf du Plessis, 1 run,",Royal Challengers Bangalore
32,1,28,4.4,4,Glenn Maxwell,Trent Boult,"Trent Boult to Glenn Maxwell, Four,",Royal Challengers Bangalore
32,1,29,4.5,1,Glenn Maxwell,Trent Boult,"Trent Boult to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
32,1,30,4.6,1,Faf du Plessis,Trent Boult,"Trent Boult to Faf du Plessis, 1 run,",Royal Challengers Bangalore
32,1,31,5.1,1,Faf du Plessis,Ravichandran Ashwin,"Ravichandran Ashwin to Faf du Plessis, 1 run,",Royal Challengers Bangalore
32,1,32,5.2,0,Glenn Maxwell,Ravichandran Ashwin,"Ravichandran Ashwin to Glenn Maxwell, no run,",Royal Challengers Bangalore
32,1,33,5.3,4,Glenn Maxwell,Ravichandran Ashwin,"Ravichandran Ashwin to Glenn Maxwell, Four,",Royal Challengers Bangalore
32,1,34,5.4,0,Glenn Maxwell,Ravichandran Ashwin,"Ravichandran Ashwin to Glenn Maxwell, no run,",Royal Challengers Bangalore
32,1,35,5.5,6,Glenn Maxwell,Ravichandran Ashwin,"Ravichandran Ashwin to Glenn Maxwell, Six,",Royal Challengers Bangalore
32,1,36,5.6,1,Glenn Maxwell,Ravichandran Ashwin,"Ravichandran Ashwin to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
32,1,37,6.1,1,Glenn Maxwell,Yuzvendra Chahal,"Yuzvendra Chahal to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
32,1,38,6.2,1,Faf du Plessis,Yuzvendra Chahal,"Yuzvendra Chahal to Faf du Plessis, 1 run,",Royal Challengers Bangalore
32,1,39,6.3,2,Glenn Maxwell,Yuzvendra Chahal,"Yuzvendra Chahal to Glenn Maxwell, 2 runs,",Royal Challengers Bangalore
32,1,40,6.4,6,Glenn Maxwell,Yuzvendra Chahal,"Yuzvendra Chahal to Glenn Maxwell, Six,",Royal Challengers Bangalore
32,1,41,6.5,0,Glenn Maxwell,Yuzvendra Chahal,"Yuzvendra Chahal to Glenn Maxwell, no run,",Royal Challengers Bangalore
32,1,42,6.6,0,Glenn Maxwell,Yuzvendra Chahal,"Yuzvendra Chahal to Glenn Maxwell, no run,",Royal Challengers Bangalore
32,1,43,7.1,1,Faf du Plessis,Jason Holder,"Jason Holder to Faf du Plessis, 1 run,",Royal Challengers Bangalore
32,1,44,7.2,1,Glenn Maxwell,Jason Holder,"Jason Holder to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
32,1,45,7.3,1,Faf du Plessis,Jason Holder,"Jason Holder to Faf du Plessis, 1 run,",Royal Challengers Bangalore
32,1,46,7.4,1lb,Glenn Maxwell,Jason Holder,"Jason Holder to Glenn Maxwell, 1 leg bye,",Royal Challengers Bangalore
32,1,47,7.5,1,Faf du Plessis,Jason Holder,"Jason Holder to Faf du Plessis, 1 run,",Royal Challengers Bangalore
32,1,48,7.6,1,Glenn Maxwell,Jason Holder,"Jason Holder to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
32,1,49,8.1,0,Glenn Maxwell,Yuzvendra Chahal,"Yuzvendra Chahal to Glenn Maxwell, no run,",Royal Challengers Bangalore
32,1,50,8.2,2,Glenn Maxwell,Yuzvendra Chahal,"Yuzvendra Chahal to Glenn Maxwell, 2 runs,",Royal Challengers Bangalore
32,1,51,8.3,1wd,Glenn Maxwell,Yuzvendra Chahal,"Yuzvendra Chahal to Glenn Maxwell, 1 wide,",Royal Challengers Bangalore
32,1,52,8.3,1,Glenn Maxwell,Yuzvendra Chahal,"Yuzvendra Chahal to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
32,1,53,8.4,1,Faf du Plessis,Yuzvendra Chahal,"Yuzvendra Chahal to Faf du Plessis, 1 run,",Royal Challengers Bangalore
32,1,54,8.5,1,Glenn Maxwell,Yuzvendra Chahal,"Yuzvendra Chahal to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
32,1,55,8.6,1,Faf du Plessis,Yuzvendra Chahal,"Yuzvendra Chahal to Faf du Plessis, 1 run,",Royal Challengers Bangalore
32,1,56,9.1,0,Faf du Plessis,Jason Holder,"Jason Holder to Faf du Plessis, no run,",Royal Challengers Bangalore
32,1,57,9.2,4,Faf du Plessis,Jason Holder,"Jason Holder to Faf du Plessis, Four,",Royal Challengers Bangalore
32,1,58,9.3,1,Faf du Plessis,Jason Holder,"Jason Holder to Faf du Plessis, 1 run,",Royal Challengers Bangalore
32,1,59,9.4,6,Glenn Maxwell,Jason Holder,"Jason Holder to Glenn Maxwell, Six,",Royal Challengers Bangalore
32,1,60,9.5,1,Glenn Maxwell,Jason Holder,"Jason Holder to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
32,1,61,9.6,4,Faf du Plessis,Jason Holder,"Jason Holder to Faf du Plessis, Four,",Royal Challengers Bangalore
32,1,62,10.1,0,Glenn Maxwell,Ravichandran Ashwin,"Ravichandran Ashwin to Glenn Maxwell, no run,",Royal Challengers Bangalore
32,1,63,10.2,6,Glenn Maxwell,Ravichandran Ashwin,"Ravichandran Ashwin to Glenn Maxwell, Six,",Royal Challengers Bangalore
32,1,64,10.3,1,Glenn Maxwell,Ravichandran Ashwin,"Ravichandran Ashwin to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
32,1,65,10.4,1,Faf du Plessis,Ravichandran Ashwin,"Ravichandran Ashwin to Faf du Plessis, 1 run,",Royal Challengers Bangalore
32,1,66,10.5,1lb,Glenn Maxwell,Ravichandran Ashwin,"Ravichandran Ashwin to Glenn Maxwell, 1 leg bye,",Royal Challengers Bangalore
32,1,67,10.6,1,Faf du Plessis,Ravichandran Ashwin,"Ravichandran Ashwin to Faf du Plessis, 1 run,",Royal Challengers Bangalore
32,1,68,11.1,1,Faf du Plessis,Trent Boult,"Trent Boult to Faf du Plessis, 1 run,",Royal Challengers Bangalore
32,1,69,11.2,5wd,Glenn Maxwell,Trent Boult,"Trent Boult to Glenn Maxwell, 5 wide,",Royal Challengers Bangalore
32,1,70,11.2,2,Glenn Maxwell,Trent Boult,"Trent Boult to Glenn Maxwell, 2 runs,",Royal Challengers Bangalore
32,1,71,11.3,1,Glenn Maxwell,Trent Boult,"Trent Boult to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
32,1,72,11.4,4,Faf du Plessis,Trent Boult,"Trent Boult to Faf du Plessis, Four,",Royal Challengers Bangalore
32,1,73,11.5,0,Faf du Plessis,Trent Boult,"Trent Boult to Faf du Plessis, no run,",Royal Challengers Bangalore
32,1,74,11.6,4,Faf du Plessis,Trent Boult,"Trent Boult to Faf du Plessis, Four,",Royal Challengers Bangalore
32,1,75,12.1,1,Glenn Maxwell,Ravichandran Ashwin,"Ravichandran Ashwin to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
32,1,76,12.2,1,Faf du Plessis,Ravichandran Ashwin,"Ravichandran Ashwin to Faf du Plessis, 1 run,",Royal Challengers Bangalore
32,1,77,12.3,2wd,Glenn Maxwell,Ravichandran Ashwin,"Ravichandran Ashwin to Glenn Maxwell, 2 wide,",Royal Challengers Bangalore
32,1,78,12.3,0,Faf du Plessis,Ravichandran Ashwin,"Ravichandran Ashwin to Faf du Plessis, no run,",Royal Challengers Bangalore
32,1,79,12.4,1,Faf du Plessis,Ravichandran Ashwin,"Ravichandran Ashwin to Faf du Plessis, 1 run,",Royal Challengers Bangalore
32,1,80,12.5,1,Glenn Maxwell,Ravichandran Ashwin,"Ravichandran Ashwin to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
32,1,81,12.6,1,Faf du Plessis,Ravichandran Ashwin,"Ravichandran Ashwin to Faf du Plessis, 1 run,",Royal Challengers Bangalore
32,1,82,13.1,4,Faf du Plessis,Sandeep Sharma,"Sandeep Sharma to Faf du Plessis, Four,",Royal Challengers Bangalore
32,1,83,13.2,w,Faf du Plessis,Sandeep Sharma,"Sandeep Sharma to Faf du Plessis, no run,                           Wicket - runout (Yashasvi Jaiswal) batsmen out 62(39)",Royal Challengers Bangalore
32,1,84,13.3,4,Glenn Maxwell,Sandeep Sharma,"Sandeep Sharma to Glenn Maxwell, Four,",Royal Challengers Bangalore
32,1,85,13.4,2,Glenn Maxwell,Sandeep Sharma,"Sandeep Sharma to Glenn Maxwell, 2 runs,",Royal Challengers Bangalore
32,1,86,13.5,2,Glenn Maxwell,Sandeep Sharma,"Sandeep Sharma to Glenn Maxwell, 2 runs,",Royal Challengers Bangalore
32,1,87,13.6,1,Glenn Maxwell,Sandeep Sharma,"Sandeep Sharma to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
32,1,88,14.1,0,Glenn Maxwell,Ravichandran Ashwin,"Ravichandran Ashwin to Glenn Maxwell, no run,",Royal Challengers Bangalore
32,1,89,14.2,1,Glenn Maxwell,Ravichandran Ashwin,"Ravichandran Ashwin to Glenn Maxwell, 1 run,",Royal Challengers Bangalore
32,1,90,14.3,4,Mahipal Lomror,Ravichandran Ashwin,"Ravichandran Ashwin to Mahipal Lomror, Four,",Royal Challengers Bangalore
32,1,91,14.4,1,Mahipal Lomror,Ravichandran Ashwin,"Ravichandran Ashwin to Mahipal Lomror, 1 run,",Royal Challengers Bangalore
32,1,92,14.5,2,Glenn Maxwell,Ravichandran Ashwin,"Ravichandran Ashwin to Glenn Maxwell, 2 runs,",Royal Challengers Bangalore
32,1,93,14.6,w,Glenn Maxwell,Ravichandran Ashwin,"Ravichandran Ashwin to Glenn Maxwell, no run,                           Wicket - c Jason Holder b Ravichandran Ashwin batsmen out 77(44)",Royal Challengers Bangalore
