match_no,inningno,ballnumber,over,outcome,batter,bowler,comment,BattingTeam
11,2,101,15.4,0,Abishek Porel,Ravichandran Ashwin,"Ravichandran Ashwin to Abishek Porel, no run,",Delhi Capitals
11,2,102,15.5,0,Abishek Porel,Ravichandran Ashwin,"Ravichandran Ashwin to Abishek Porel, no run,",Delhi Capitals
11,2,103,15.6,0,Abishek Porel,Ravichandran Ashwin,"Ravichandran Ashwin to Abishek Porel, no run,",Delhi Capitals
11,2,104,16.1,3,David Warner,Murugan Ashwin,"Murugan Ashwin to David Warner, 3 runs,",Delhi Capitals
11,2,105,16.2,1,Abishek Porel,Murugan Ashwin,"Murugan Ashwin to Abishek Porel, 1 run,",Delhi Capitals
11,2,106,16.3,2,David Warner,Murugan Ashwin,"Murugan Ashwin to David Warner, 2 runs,",Delhi Capitals
11,2,107,16.4,2,David Warner,Murugan Ashwin,"Murugan Ashwin to David Warner, 2 runs,",Delhi Capitals
11,2,108,16.5,1nb,David Warner,Murugan Ashwin,"Murugan Ashwin to David Warner, 1 no ball,",Delhi Capitals
11,2,109,16.5,1,David Warner,Murugan Ashwin,"Murugan Ashwin to David Warner, 1 run,",Delhi Capitals
11,2,110,16.6,1,Abishek Porel,Murugan Ashwin,"Murugan Ashwin to Abishek Porel, 1 run,",Delhi Capitals
11,2,111,17.1,1lb,Abishek Porel,Jason Holder,"Jason Holder to Abishek Porel, 1 leg bye,",Delhi Capitals
11,2,112,17.2,1,David Warner,Jason Holder,"Jason Holder to David Warner, 1 run,",Delhi Capitals
11,2,113,17.3,1,Abishek Porel,Jason Holder,"Jason Holder to Abishek Porel, 1 run,",Delhi Capitals
11,2,114,17.4,0,David Warner,Jason Holder,"Jason Holder to David Warner, no run,",Delhi Capitals
11,2,115,17.5,1,David Warner,Jason Holder,"Jason Holder to David Warner, 1 run,",Delhi Capitals
11,2,116,17.6,4,Abishek Porel,Jason Holder,"Jason Holder to Abishek Porel, Four,",Delhi Capitals
11,2,117,18.1,1,David Warner,Yuzvendra Chahal,"Yuzvendra Chahal to David Warner, 1 run,",Delhi Capitals
11,2,118,18.2,w,Abishek Porel,Yuzvendra Chahal,"Yuzvendra Chahal to Abishek Porel, no run,                           Wicket - c Shimron Hetmyer b Yuzvendra Chahal batsmen out 7(9)",Delhi Capitals
11,2,119,18.3,0,Kuldeep Yadav,Yuzvendra Chahal,"Yuzvendra Chahal to Kuldeep Yadav, no run,",Delhi Capitals
11,2,120,18.4,0,Kuldeep Yadav,Yuzvendra Chahal,"Yuzvendra Chahal to Kuldeep Yadav, no run,",Delhi Capitals
11,2,121,18.5,1,Kuldeep Yadav,Yuzvendra Chahal,"Yuzvendra Chahal to Kuldeep Yadav, 1 run,",Delhi Capitals
11,2,122,18.6,w,David Warner,Yuzvendra Chahal,"Yuzvendra Chahal to David Warner, no run,                           Wicket - lbw b Yuzvendra Chahal batsmen out 65(55)",Delhi Capitals
11,2,123,19.1,1,Kuldeep Yadav,Sandeep Sharma,"Sandeep Sharma to Kuldeep Yadav, 1 run,",Delhi Capitals
11,2,124,19.2,w,Anrich Nortje,Sandeep Sharma,"Sandeep Sharma to Anrich Nortje, no run,                           Wicket - b Sandeep Sharma batsmen out 0(1)",Delhi Capitals
11,2,125,19.3,1,Mukesh Kumar,Sandeep Sharma,"Sandeep Sharma to Mukesh Kumar, 1 run,",Delhi Capitals
11,2,126,19.4,0,Kuldeep Yadav,Sandeep Sharma,"Sandeep Sharma to Kuldeep Yadav, no run,",Delhi Capitals
11,2,127,19.5,0,Kuldeep Yadav,Sandeep Sharma,"Sandeep Sharma to Kuldeep Yadav, no run,",Delhi Capitals
11,2,128,19.6,1,Kuldeep Yadav,Sandeep Sharma,"Sandeep Sharma to Kuldeep Yadav, 1 run,",Delhi Capitals
12,1,1,0.1,0,Rohit Sharma,Deepak Chahar,"Deepak Chahar to Rohit Sharma, no run,",Mumbai Indians
12,1,2,0.2,0,Rohit Sharma,Deepak Chahar,"Deepak Chahar to Rohit Sharma, no run,",Mumbai Indians
12,1,3,0.3,4,Rohit Sharma,Deepak Chahar,"Deepak Chahar to Rohit Sharma, Four,",Mumbai Indians
12,1,4,0.4,1,Rohit Sharma,Deepak Chahar,"Deepak Chahar to Rohit Sharma, 1 run,",Mumbai Indians
12,1,5,0.5,1,Ishan Kishan,Deepak Chahar,"Deepak Chahar to Ishan Kishan, 1 run,",Mumbai Indians
12,1,6,0.6,4,Rohit Sharma,Deepak Chahar,"Deepak Chahar to Rohit Sharma, Four,",Mumbai Indians
12,1,7,1.1,0,Ishan Kishan,Tushar Deshpande,"Tushar Deshpande to Ishan Kishan, no run,",Mumbai Indians
12,1,8,1.2,1wd,Ishan Kishan,Tushar Deshpande,"Tushar Deshpande to Ishan Kishan, 1 wide,",Mumbai Indians
12,1,9,1.2,1lb,Ishan Kishan,Tushar Deshpande,"Tushar Deshpande to Ishan Kishan, 1 leg bye,",Mumbai Indians
12,1,10,1.3,0,Rohit Sharma,Tushar Deshpande,"Tushar Deshpande to Rohit Sharma, no run,",Mumbai Indians
12,1,11,1.4,4,Rohit Sharma,Tushar Deshpande,"Tushar Deshpande to Rohit Sharma, Four,",Mumbai Indians
12,1,12,1.5,0,Rohit Sharma,Tushar Deshpande,"Tushar Deshpande to Rohit Sharma, no run,",Mumbai Indians
12,1,13,1.6,0,Rohit Sharma,Tushar Deshpande,"Tushar Deshpande to Rohit Sharma, no run,",Mumbai Indians
12,1,14,2.1,4,Ishan Kishan,Sisanda Magala,"Sisanda Magala to Ishan Kishan, Four,",Mumbai Indians
12,1,15,2.2,0,Ishan Kishan,Sisanda Magala,"Sisanda Magala to Ishan Kishan, no run,",Mumbai Indians
12,1,16,2.3,4,Ishan Kishan,Sisanda Magala,"Sisanda Magala to Ishan Kishan, Four,",Mumbai Indians
12,1,17,2.4,4,Ishan Kishan,Sisanda Magala,"Sisanda Magala to Ishan Kishan, Four,",Mumbai Indians
12,1,18,2.5,1,Ishan Kishan,Sisanda Magala,"Sisanda Magala to Ishan Kishan, 1 run,",Mumbai Indians
12,1,19,2.6,1,Rohit Sharma,Sisanda Magala,"Sisanda Magala to Rohit Sharma, 1 run,",Mumbai Indians
12,1,20,3.1,6,Rohit Sharma,Tushar Deshpande,"Tushar Deshpande to Rohit Sharma, Six,",Mumbai Indians
12,1,21,3.2,1,Rohit Sharma,Tushar Deshpande,"Tushar Deshpande to Rohit Sharma, 1 run,",Mumbai Indians
12,1,22,3.3,0,Ishan Kishan,Tushar Deshpande,"Tushar Deshpande to Ishan Kishan, no run,",Mumbai Indians
12,1,23,3.4,0,Ishan Kishan,Tushar Deshpande,"Tushar Deshpande to Ishan Kishan, no run,",Mumbai Indians
12,1,24,3.5,1,Ishan Kishan,Tushar Deshpande,"Tushar Deshpande to Ishan Kishan, 1 run,",Mumbai Indians
12,1,25,3.6,w,Rohit Sharma,Tushar Deshpande,"Tushar Deshpande to Rohit Sharma, no run,                           Wicket - b TU Deshpande batsmen out 21(13)",Mumbai Indians
12,1,26,4.1,1,Ishan Kishan,Mitchell Santner,"Mitchell Santner to Ishan Kishan, 1 run,",Mumbai Indians
12,1,27,4.2,1,Cameron Green,Mitchell Santner,"Mitchell Santner to Cameron Green, 1 run,",Mumbai Indians
12,1,28,4.3,1,Ishan Kishan,Mitchell Santner,"Mitchell Santner to Ishan Kishan, 1 run,",Mumbai Indians
12,1,29,4.4,4,Cameron Green,Mitchell Santner,"Mitchell Santner to Cameron Green, Four,",Mumbai Indians
12,1,30,4.5,1,Cameron Green,Mitchell Santner,"Mitchell Santner to Cameron Green, 1 run,",Mumbai Indians
12,1,31,4.6,1,Ishan Kishan,Mitchell Santner,"Mitchell Santner to Ishan Kishan, 1 run,",Mumbai Indians
12,1,32,5.1,2,Ishan Kishan,Sisanda Magala,"Sisanda Magala to Ishan Kishan, 2 runs,",Mumbai Indians
12,1,33,5.2,4,Ishan Kishan,Sisanda Magala,"Sisanda Magala to Ishan Kishan, Four,",Mumbai Indians
12,1,34,5.3,4,Ishan Kishan,Sisanda Magala,"Sisanda Magala to Ishan Kishan, Four,",Mumbai Indians
12,1,35,5.4,2,Ishan Kishan,Sisanda Magala,"Sisanda Magala to Ishan Kishan, 2 runs,",Mumbai Indians
12,1,36,5.5,1,Ishan Kishan,Sisanda Magala,"Sisanda Magala to Ishan Kishan, 1 run,",Mumbai Indians
12,1,37,5.6,1,Cameron Green,Sisanda Magala,"Sisanda Magala to Cameron Green, 1 run,",Mumbai Indians
12,1,38,6.1,1,Cameron Green,Ravindra Jadeja,"Ravindra Jadeja to Cameron Green, 1 run,",Mumbai Indians
12,1,39,6.2,1,Ishan Kishan,Ravindra Jadeja,"Ravindra Jadeja to Ishan Kishan, 1 run,",Mumbai Indians
12,1,40,6.3,1,Cameron Green,Ravindra Jadeja,"Ravindra Jadeja to Cameron Green, 1 run,",Mumbai Indians
12,1,41,6.4,w,Ishan Kishan,Ravindra Jadeja,"Ravindra Jadeja to Ishan Kishan, no run,                           Wicket - c Dwaine Pretorius b RA Jadeja batsmen out 32(21)",Mumbai Indians
12,1,42,6.5,1,Suryakumar Yadav,Ravindra Jadeja,"Ravindra Jadeja to Suryakumar Yadav, 1 run,",Mumbai Indians
12,1,43,6.6,1,Cameron Green,Ravindra Jadeja,"Ravindra Jadeja to Cameron Green, 1 run,",Mumbai Indians
12,1,44,7.1,1,Cameron Green,Mitchell Santner,"Mitchell Santner to Cameron Green, 1 run,",Mumbai Indians
12,1,45,7.2,w,Suryakumar Yadav,Mitchell Santner,"Mitchell Santner to Suryakumar Yadav, no run,                           Wicket - c MS Dhoni b Mitchell Santner batsmen out 1(2)",Mumbai Indians
12,1,46,7.3,1,Tilak Varma,Mitchell Santner,"Mitchell Santner to Tilak Varma, 1 run,",Mumbai Indians
12,1,47,7.4,1,Cameron Green,Mitchell Santner,"Mitchell Santner to Cameron Green, 1 run,",Mumbai Indians
12,1,48,7.5,4,Tilak Varma,Mitchell Santner,"Mitchell Santner to Tilak Varma, Four,",Mumbai Indians
12,1,49,7.6,0,Tilak Varma,Mitchell Santner,"Mitchell Santner to Tilak Varma, no run,",Mumbai Indians
12,1,50,8.1,0,Cameron Green,Ravindra Jadeja,"Ravindra Jadeja to Cameron Green, no run,",Mumbai Indians
12,1,51,8.2,w,Cameron Green,Ravindra Jadeja,"Ravindra Jadeja to Cameron Green, no run,                           Wicket - c &amp; b RA Jadeja batsmen out 12(11)",Mumbai Indians
12,1,52,8.3,1,Arshad Khan,Ravindra Jadeja,"Ravindra Jadeja to Arshad Khan, 1 run,",Mumbai Indians
12,1,53,8.4,1,Tilak Varma,Ravindra Jadeja,"Ravindra Jadeja to Tilak Varma, 1 run,",Mumbai Indians
12,1,54,8.5,0,Arshad Khan,Ravindra Jadeja,"Ravindra Jadeja to Arshad Khan, no run,",Mumbai Indians
12,1,55,8.6,1,Arshad Khan,Ravindra Jadeja,"Ravindra Jadeja to Arshad Khan, 1 run,",Mumbai Indians
12,1,56,9.1,w,Arshad Khan,Mitchell Santner,"Mitchell Santner to Arshad Khan, no run,                           Wicket - lbw b Mitchell Santner batsmen out 2(4)",Mumbai Indians
12,1,57,9.2,2,Tim David,Mitchell Santner,"Mitchell Santner to Tim David, 2 runs,",Mumbai Indians
12,1,58,9.3,1,Tim David,Mitchell Santner,"Mitchell Santner to Tim David, 1 run,",Mumbai Indians
12,1,59,9.4,4,Tilak Varma,Mitchell Santner,"Mitchell Santner to Tilak Varma, Four,",Mumbai Indians
12,1,60,9.5,1,Tilak Varma,Mitchell Santner,"Mitchell Santner to Tilak Varma, 1 run,",Mumbai Indians
12,1,61,9.6,0,Tim David,Mitchell Santner,"Mitchell Santner to Tim David, no run,",Mumbai Indians
12,1,62,10.1,0,Tilak Varma,Ravindra Jadeja,"Ravindra Jadeja to Tilak Varma, no run,",Mumbai Indians
12,1,63,10.2,0,Tilak Varma,Ravindra Jadeja,"Ravindra Jadeja to Tilak Varma, no run,",Mumbai Indians
12,1,64,10.3,1,Tilak Varma,Ravindra Jadeja,"Ravindra Jadeja to Tilak Varma, 1 run,",Mumbai Indians
12,1,65,10.4,1,Tim David,Ravindra Jadeja,"Ravindra Jadeja to Tim David, 1 run,",Mumbai Indians
12,1,66,10.5,0,Tilak Varma,Ravindra Jadeja,"Ravindra Jadeja to Tilak Varma, no run,",Mumbai Indians
12,1,67,10.6,1,Tilak Varma,Ravindra Jadeja,"Ravindra Jadeja to Tilak Varma, 1 run,",Mumbai Indians
12,1,68,11.1,1,rius,Dwaine Pre,"Dwaine Pretorius to Tilak Varma, 1 run,",Mumbai Indians
12,1,69,11.2,0,rius,Dwaine Pre,"Dwaine Pretorius to Tim David, no run,",Mumbai Indians
12,1,70,11.3,1,rius,Dwaine Pre,"Dwaine Pretorius to Tim David, 1 run,",Mumbai Indians
12,1,71,11.4,1wd,rius,Dwaine Pre,"Dwaine Pretorius to Tilak Varma, 1 wide,",Mumbai Indians
12,1,72,11.4,0,rius,Dwaine Pre,"Dwaine Pretorius to Tilak Varma, no run,",Mumbai Indians
12,1,73,11.5,1wd,rius,Dwaine Pre,"Dwaine Pretorius to Tilak Varma, 1 wide,",Mumbai Indians
12,1,74,11.5,1,rius,Dwaine Pre,"Dwaine Pretorius to Tilak Varma, 1 run,",Mumbai Indians
12,1,75,11.6,1,rius,Dwaine Pre,"Dwaine Pretorius to Tim David, 1 run,",Mumbai Indians
12,1,76,12.1,1,Tim David,Ravindra Jadeja,"Ravindra Jadeja to Tim David, 1 run,",Mumbai Indians
12,1,77,12.2,1,Tilak Varma,Ravindra Jadeja,"Ravindra Jadeja to Tilak Varma, 1 run,",Mumbai Indians
12,1,78,12.3,1,Tim David,Ravindra Jadeja,"Ravindra Jadeja to Tim David, 1 run,",Mumbai Indians
12,1,79,12.4,0,Tilak Varma,Ravindra Jadeja,"Ravindra Jadeja to Tilak Varma, no run,",Mumbai Indians
12,1,80,12.5,6,Tilak Varma,Ravindra Jadeja,"Ravindra Jadeja to Tilak Varma, Six,",Mumbai Indians
12,1,81,12.6,w,Tilak Varma,Ravindra Jadeja,"Ravindra Jadeja to Tilak Varma, no run,                           Wicket - lbw b RA Jadeja batsmen out 22(18)",Mumbai Indians
12,1,82,13.1,1,rius,Dwaine Pre,"Dwaine Pretorius to Tim David, 1 run,",Mumbai Indians
12,1,83,13.2,1,rius,Dwaine Pre,"Dwaine Pretorius to Tristan Stubbs, 1 run,",Mumbai Indians
12,1,84,13.3,0,rius,Dwaine Pre,"Dwaine Pretorius to Tim David, no run,",Mumbai Indians
12,1,85,13.4,1,rius,Dwaine Pre,"Dwaine Pretorius to Tim David, 1 run,",Mumbai Indians
12,1,86,13.5,0,rius,Dwaine Pre,"Dwaine Pretorius to Tristan Stubbs, no run,",Mumbai Indians
12,1,87,13.6,0,rius,Dwaine Pre,"Dwaine Pretorius to Tristan Stubbs, no run,",Mumbai Indians
12,1,88,14.1,1,Tim David,Mitchell Santner,"Mitchell Santner to Tim David, 1 run,",Mumbai Indians
12,1,89,14.2,0,Tristan Stubbs,Mitchell Santner,"Mitchell Santner to Tristan Stubbs, no run,",Mumbai Indians
12,1,90,14.3,1,Tristan Stubbs,Mitchell Santner,"Mitchell Santner to Tristan Stubbs, 1 run,",Mumbai Indians
12,1,91,14.4,0,Tim David,Mitchell Santner,"Mitchell Santner to Tim David, no run,",Mumbai Indians
12,1,92,14.5,1,Tim David,Mitchell Santner,"Mitchell Santner to Tim David, 1 run,",Mumbai Indians
12,1,93,14.6,1,Tristan Stubbs,Mitchell Santner,"Mitchell Santner to Tristan Stubbs, 1 run,",Mumbai Indians
12,1,94,15.1,0,Tristan Stubbs,Sisanda Magala,"Sisanda Magala to Tristan Stubbs, no run,",Mumbai Indians
12,1,95,15.2,1,Tristan Stubbs,Sisanda Magala,"Sisanda Magala to Tristan Stubbs, 1 run,",Mumbai Indians
12,1,96,15.3,1,Tim David,Sisanda Magala,"Sisanda Magala to Tim David, 1 run,",Mumbai Indians
12,1,97,15.4,1,Tristan Stubbs,Sisanda Magala,"Sisanda Magala to Tristan Stubbs, 1 run,",Mumbai Indians
12,1,98,15.5,1,Tim David,Sisanda Magala,"Sisanda Magala to Tim David, 1 run,",Mumbai Indians
12,1,99,15.6,w,Tristan Stubbs,Sisanda Magala,"Sisanda Magala to Tristan Stubbs, no run,                           Wicket - c RD Gaikwad b Sisanda Magala batsmen out 5(10)",Mumbai Indians
12,1,100,16.1,1,Tim David,Tushar Deshpande,"Tushar Deshpande to Tim David, 1 run,",Mumbai Indians
12,1,101,16.2,1,Hrithik Shokeen,Tushar Deshpande,"Tushar Deshpande to Hrithik Shokeen, 1 run,",Mumbai Indians
12,1,102,16.3,6,Tim David,Tushar Deshpande,"Tushar Deshpande to Tim David, Six,",Mumbai Indians
12,1,103,16.4,4,Tim David,Tushar Deshpande,"Tushar Deshpande to Tim David, Four,",Mumbai Indians
12,1,104,16.5,6,Tim David,Tushar Deshpande,"Tushar Deshpande to Tim David, Six,",Mumbai Indians
12,1,105,16.6,w,Tim David,Tushar Deshpande,"Tushar Deshpande to Tim David, no run,                           Wicket - c Ajinkya Rahane b TU Deshpande batsmen out 31(22)",Mumbai Indians
12,1,106,17.1,0,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, no run,",Mumbai Indians
12,1,107,17.2,1,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, 1 run,",Mumbai Indians
12,1,108,17.3,1,rius,Dwaine Pre,"Dwaine Pretorius to Piyush Chawla, 1 run,",Mumbai Indians
12,1,109,17.4,0,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, no run,",Mumbai Indians
12,1,110,17.5,1,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, 1 run,",Mumbai Indians
12,1,111,17.6,1,rius,Dwaine Pre,"Dwaine Pretorius to Piyush Chawla, 1 run,",Mumbai Indians
12,1,112,18.1,1,Piyush Chawla,Sisanda Magala,"Sisanda Magala to Piyush Chawla, 1 run,",Mumbai Indians
12,1,113,18.2,1,Hrithik Shokeen,Sisanda Magala,"Sisanda Magala to Hrithik Shokeen, 1 run,",Mumbai Indians
12,1,114,18.3,1,Piyush Chawla,Sisanda Magala,"Sisanda Magala to Piyush Chawla, 1 run,",Mumbai Indians
12,1,115,18.4,1,Hrithik Shokeen,Sisanda Magala,"Sisanda Magala to Hrithik Shokeen, 1 run,",Mumbai Indians
12,1,116,18.5,1lb,Piyush Chawla,Sisanda Magala,"Sisanda Magala to Piyush Chawla, 1 leg bye,",Mumbai Indians
12,1,117,18.6,1,Hrithik Shokeen,Sisanda Magala,"Sisanda Magala to Hrithik Shokeen, 1 run,",Mumbai Indians
12,1,118,19.1,4,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, Four,",Mumbai Indians
12,1,119,19.2,1wd,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, 1 wide,",Mumbai Indians
12,1,120,19.2,1b,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, 1 bye,",Mumbai Indians
12,1,121,19.3,1,rius,Dwaine Pre,"Dwaine Pretorius to Piyush Chawla, 1 run,",Mumbai Indians
12,1,122,19.4,4,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, Four,",Mumbai Indians
12,1,123,19.5,1wd,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, 1 wide,",Mumbai Indians
12,1,124,19.5,4,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, Four,",Mumbai Indians
12,1,125,19.6,0,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, no run,",Mumbai Indians
12,2,1,0.1,0,Devon Conway,Jason Behrendorff,"Jason Behrendorff to Devon Conway, no run,",Chennai Super Kings
12,2,2,0.2,0,Devon Conway,Jason Behrendorff,"Jason Behrendorff to Devon Conway, no run,",Chennai Super Kings
12,2,3,0.3,0,Devon Conway,Jason Behrendorff,"Jason Behrendorff to Devon Conway, no run,",Chennai Super Kings
12,2,4,0.4,w,Devon Conway,Jason Behrendorff,"Jason Behrendorff to Devon Conway, no run,                           Wicket - b JP Behrendorff batsmen out 0(4)",Chennai Super Kings
12,2,5,0.5,2,Ajinkya Rahane,Jason Behrendorff,"Jason Behrendorff to Ajinkya Rahane, 2 runs,",Chennai Super Kings
12,2,6,0.6,4lb,Ajinkya Rahane,Jason Behrendorff,"Jason Behrendorff to Ajinkya Rahane, 4 leg bye,",Chennai Super Kings
12,2,7,1.1,1wd,Ruturaj Gaikwad,Arshad Khan,"Arshad Khan to Ruturaj Gaikwad, 1 wide,",Chennai Super Kings
12,2,8,1.1,1,Ruturaj Gaikwad,Arshad Khan,"Arshad Khan to Ruturaj Gaikwad, 1 run,",Chennai Super Kings
12,2,9,1.2,1,Ajinkya Rahane,Arshad Khan,"Arshad Khan to Ajinkya Rahane, 1 run,",Chennai Super Kings
12,2,10,1.3,1wd,Ruturaj Gaikwad,Arshad Khan,"Arshad Khan to Ruturaj Gaikwad, 1 wide,",Chennai Super Kings
12,2,11,1.3,0,Ruturaj Gaikwad,Arshad Khan,"Arshad Khan to Ruturaj Gaikwad, no run,",Chennai Super Kings
12,2,12,1.4,1,Ruturaj Gaikwad,Arshad Khan,"Arshad Khan to Ruturaj Gaikwad, 1 run,",Chennai Super Kings
12,2,13,1.5,1,Ajinkya Rahane,Arshad Khan,"Arshad Khan to Ajinkya Rahane, 1 run,",Chennai Super Kings
12,2,14,1.6,0,Ruturaj Gaikwad,Arshad Khan,"Arshad Khan to Ruturaj Gaikwad, no run,",Chennai Super Kings
12,2,15,2.1,2,Ajinkya Rahane,Jason Behrendorff,"Jason Behrendorff to Ajinkya Rahane, 2 runs,",Chennai Super Kings
12,2,16,2.2,0,Ajinkya Rahane,Jason Behrendorff,"Jason Behrendorff to Ajinkya Rahane, no run,",Chennai Super Kings
12,2,17,2.3,6,Ajinkya Rahane,Jason Behrendorff,"Jason Behrendorff to Ajinkya Rahane, Six,",Chennai Super Kings
12,2,18,2.4,1,Ajinkya Rahane,Jason Behrendorff,"Jason Behrendorff to Ajinkya Rahane, 1 run,",Chennai Super Kings
12,2,19,2.5,0,Ruturaj Gaikwad,Jason Behrendorff,"Jason Behrendorff to Ruturaj Gaikwad, no run,",Chennai Super Kings
12,2,20,2.6,0,Ruturaj Gaikwad,Jason Behrendorff,"Jason Behrendorff to Ruturaj Gaikwad, no run,",Chennai Super Kings
12,2,21,3.1,6,Ajinkya Rahane,Arshad Khan,"Arshad Khan to Ajinkya Rahane, Six,",Chennai Super Kings
12,2,22,3.2,4,Ajinkya Rahane,Arshad Khan,"Arshad Khan to Ajinkya Rahane, Four,",Chennai Super Kings
12,2,23,3.3,4,Ajinkya Rahane,Arshad Khan,"Arshad Khan to Ajinkya Rahane, Four,",Chennai Super Kings
12,2,24,3.4,4,Ajinkya Rahane,Arshad Khan,"Arshad Khan to Ajinkya Rahane, Four,",Chennai Super Kings
12,2,25,3.5,4,Ajinkya Rahane,Arshad Khan,"Arshad Khan to Ajinkya Rahane, Four,",Chennai Super Kings
12,2,26,3.6,1,Ajinkya Rahane,Arshad Khan,"Arshad Khan to Ajinkya Rahane, 1 run,",Chennai Super Kings
12,2,27,4.1,1,Ajinkya Rahane,Cameron Green,"Cameron Green to Ajinkya Rahane, 1 run,",Chennai Super Kings
12,2,28,4.2,1,Ruturaj Gaikwad,Cameron Green,"Cameron Green to Ruturaj Gaikwad, 1 run,",Chennai Super Kings
12,2,29,4.3,6,Ajinkya Rahane,Cameron Green,"Cameron Green to Ajinkya Rahane, Six,",Chennai Super Kings
12,2,30,4.4,1,Ajinkya Rahane,Cameron Green,"Cameron Green to Ajinkya Rahane, 1 run,",Chennai Super Kings
12,2,31,4.5,1wd,Ruturaj Gaikwad,Cameron Green,"Cameron Green to Ruturaj Gaikwad, 1 wide,",Chennai Super Kings
12,2,32,4.5,0,Ruturaj Gaikwad,Cameron Green,"Cameron Green to Ruturaj Gaikwad, no run,",Chennai Super Kings
12,2,33,4.6,1,Ruturaj Gaikwad,Cameron Green,"Cameron Green to Ruturaj Gaikwad, 1 run,",Chennai Super Kings
12,2,34,5.1,1,Ruturaj Gaikwad,Piyush Chawla,"Piyush Chawla to Ruturaj Gaikwad, 1 run,",Chennai Super Kings
12,2,35,5.2,4,Ajinkya Rahane,Piyush Chawla,"Piyush Chawla to Ajinkya Rahane, Four,",Chennai Super Kings
12,2,36,5.3,4,Ajinkya Rahane,Piyush Chawla,"Piyush Chawla to Ajinkya Rahane, Four,",Chennai Super Kings
12,2,37,5.4,1,Ajinkya Rahane,Piyush Chawla,"Piyush Chawla to Ajinkya Rahane, 1 run,",Chennai Super Kings
12,2,38,5.5,2,Ruturaj Gaikwad,Piyush Chawla,"Piyush Chawla to Ruturaj Gaikwad, 2 runs,",Chennai Super Kings
12,2,39,5.6,1,Ruturaj Gaikwad,Piyush Chawla,"Piyush Chawla to Ruturaj Gaikwad, 1 run,",Chennai Super Kings
12,2,40,6.1,1,Ruturaj Gaikwad,Kumar Kartikeya,"Kumar Kartikeya to Ruturaj Gaikwad, 1 run,",Chennai Super Kings
12,2,41,6.2,1,Ajinkya Rahane,Kumar Kartikeya,"Kumar Kartikeya to Ajinkya Rahane, 1 run,",Chennai Super Kings
12,2,42,6.3,1,Ruturaj Gaikwad,Kumar Kartikeya,"Kumar Kartikeya to Ruturaj Gaikwad, 1 run,",Chennai Super Kings
12,2,43,6.4,1,Ajinkya Rahane,Kumar Kartikeya,"Kumar Kartikeya to Ajinkya Rahane, 1 run,",Chennai Super Kings
12,2,44,6.5,1,Ruturaj Gaikwad,Kumar Kartikeya,"Kumar Kartikeya to Ruturaj Gaikwad, 1 run,",Chennai Super Kings
12,2,45,6.6,1,Ajinkya Rahane,Kumar Kartikeya,"Kumar Kartikeya to Ajinkya Rahane, 1 run,",Chennai Super Kings
12,2,46,7.1,1,Ajinkya Rahane,Piyush Chawla,"Piyush Chawla to Ajinkya Rahane, 1 run,",Chennai Super Kings
12,2,47,7.2,2,Ruturaj Gaikwad,Piyush Chawla,"Piyush Chawla to Ruturaj Gaikwad, 2 runs,",Chennai Super Kings
12,2,48,7.3,1,Ruturaj Gaikwad,Piyush Chawla,"Piyush Chawla to Ruturaj Gaikwad, 1 run,",Chennai Super Kings
12,2,49,7.4,4,Ajinkya Rahane,Piyush Chawla,"Piyush Chawla to Ajinkya Rahane, Four,",Chennai Super Kings
12,2,50,7.5,0,Ajinkya Rahane,Piyush Chawla,"Piyush Chawla to Ajinkya Rahane, no run,",Chennai Super Kings
12,2,51,7.6,w,Ajinkya Rahane,Piyush Chawla,"Piyush Chawla to Ajinkya Rahane, no run,                           Wicket - c SA Yadav b Piyush Chawla batsmen out 61(27)",Chennai Super Kings
12,2,52,8.1,0,Ruturaj Gaikwad,Cameron Green,"Cameron Green to Ruturaj Gaikwad, no run,",Chennai Super Kings
12,2,53,8.2,1,Ruturaj Gaikwad,Cameron Green,"Cameron Green to Ruturaj Gaikwad, 1 run,",Chennai Super Kings
12,2,54,8.3,0,Shivam Dube,Cameron Green,"Cameron Green to Shivam Dube, no run,",Chennai Super Kings
12,2,55,8.4,2,Shivam Dube,Cameron Green,"Cameron Green to Shivam Dube, 2 runs,",Chennai Super Kings
12,2,56,8.5,0,Shivam Dube,Cameron Green,"Cameron Green to Shivam Dube, no run,",Chennai Super Kings
12,2,57,8.6,1,Shivam Dube,Cameron Green,"Cameron Green to Shivam Dube, 1 run,",Chennai Super Kings
12,2,58,9.1,4,Shivam Dube,Piyush Chawla,"Piyush Chawla to Shivam Dube, Four,",Chennai Super Kings
